id,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
369,1,0,246,,,7,45268,0,0,0,0,384.7,0,0,3,2.5,,0,Moussa,0.0,18,1,91.1,False,245.8,0,0,0,0,1385,,,50,0,0,0,45268.jpg,1.8,0,0,Sissoko,0.2,False,17.0,a,17,6,281.0,58,0,0,0,0,0.0,0.0,Sissoko,3
370,1,0,36,,,0,95715,0,0,0,0,83.2,0,0,3,3.4,,0,Lucas,0.0,6,0,17.5,False,49.0,0,0,0,0,206,,,70,0,0,0,95715.jpg,1.8,0,0,Rodrigues Moura da Silva,2.1,False,27.0,a,17,6,41.0,11,0,0,0,0,0.0,0.0,Lucas Moura,0
371,0,2,70,,,1,19760,0,0,0,0,66.7,0,0,4,2.8,,0,Fernando,0.0,2,1,22.6,False,60.2,0,0,0,0,224,,,60,0,0,0,19760.jpg,1.4,0,0,Llorente,0.3,False,18.0,a,17,6,99.0,22,0,0,0,0,0.0,0.0,Llorente,1
372,2,31,781,,,15,78830,0,0,0,0,502.1,0,0,4,6.2,,0,Harry,0.0,34,29,407.4,False,1214.4,0,0,0,0,3074,,,125,0,1,0,78830.jpg,5.9,0,0,Kane,34.0,False,10.0,a,17,6,2355.0,217,0,0,0,0,0.0,0.0,Kane,5
373,0,4,394,,,5,18656,0,0,0,0,0.2,0,0,1,2.0,,0,Heurelho,0.0,40,0,45.6,False,457.0,0,0,0,0,2128,,,45,0,0,0,18656.jpg,2.7,0,61,Gomes,0.5,False,1.0,a,18,57,0.0,64,0,0,0,0,0.0,0.0,Gomes,0
374,0,0,0,,,0,206882,0,0,0,0,0.0,0,0,1,2.0,,0,Pontus,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,45,0,0,0,206882.jpg,0.0,0,0,Dahlberg,0.1,False,,a,18,57,0.0,0,0,0,0,0,0.0,0.0,Dahlberg,0
375,0,0,35,,,1,37742,0,0,0,0,0.9,0,0,2,1.7,,0,Younes,0.0,3,0,5.0,False,47.4,0,0,0,0,151,,,45,0,0,0,37742.jpg,3.5,0,0,Kaboul,0.2,False,4.0,a,18,57,2.0,7,0,0,0,0,0.0,0.0,Kaboul,0
376,0,0,90,,,1,41338,0,0,0,0,2.0,0,0,2,1.7,,0,Craig,0.0,6,0,14.6,False,120.0,0,0,0,0,495,,,45,0,0,0,41338.jpg,2.0,0,0,Cathcart,0.1,False,15.0,a,18,57,23.0,14,0,0,0,0,0.0,0.0,Cathcart,1
377,0,0,267,,,5,41945,0,0,0,0,25.9,0,0,2,1.7,,0,Sebastian,0.0,29,0,39.3,False,276.4,0,0,0,0,1566,,,45,0,0,0,41945.jpg,2.0,0,0,Prödl,0.2,False,5.0,a,18,57,89.0,42,0,0,0,0,0.0,0.0,Prödl,5
378,4,6,412,,,6,40868,0,0,0,0,632.8,0,0,2,1.7,,0,José,0.0,47,0,127.0,False,510.0,0,0,0,0,2381,,,45,0,0,0,40868.jpg,2.6,0,0,Holebas,1.8,False,25.0,a,18,57,125.0,72,0,0,0,0,0.0,0.0,Holebas,7
379,0,0,149,,,2,52153,0,0,0,0,42.7,0,0,2,1.7,,0,Miguel,0.0,16,1,27.3,False,180.4,0,0,0,0,795,,,45,0,0,0,52153.jpg,1.8,1,0,Britos,0.1,False,3.0,a,18,57,51.0,22,0,0,0,0,0.0,0.0,Britos,3
380,0,2,407,,,6,85624,0,0,0,0,52.0,0,0,2,1.7,,0,Christian,0.0,43,2,83.7,False,645.0,0,0,0,0,2329,,,45,1,0,0,85624.jpg,2.4,0,0,Kabasele,0.4,False,27.0,a,18,57,137.0,68,0,0,0,0,0.0,0.0,Kabasele,5
381,1,3,342,,,2,52940,0,0,0,0,230.6,0,0,2,2.1,,0,Daryl,0.0,37,3,92.9,False,445.0,0,0,0,0,1818,,,50,0,0,0,52940.jpg,2.6,0,0,Janmaat,0.4,False,2.0,a,18,57,253.0,59,0,0,0,0,0.0,0.0,Janmaat,3
382,0,2,378,,,6,20145,0,0,0,0,59.4,0,0,2,1.7,,0,Adrian,0.0,43,0,62.8,False,462.0,0,0,0,0,2206,,,45,0,0,0,20145.jpg,2.1,0,0,Mariappa,0.3,False,6.0,a,18,57,106.0,58,0,0,0,0,0.0,0.0,Mariappa,4
383,1,9,389,,,5,54484,0,0,0,0,302.8,0,0,2,1.7,,0,Francisco,0.0,34,1,74.5,False,327.2,0,0,0,0,1709,,,45,0,0,0,54484.jpg,2.8,0,0,Femenía Far,1.0,False,21.0,a,18,57,113.0,65,0,0,0,0,0.0,0.0,Kiko Femenía,2
384,2,5,186,,,2,66247,0,0,0,0,142.1,0,0,2,1.7,,0,Marvin,0.0,18,0,35.2,False,185.2,0,0,0,0,993,,,45,0,0,0,66247.jpg,2.3,1,0,Zeegelaar,0.1,False,22.0,a,18,57,24.0,28,0,0,0,0,0.0,0.0,Zeegelaar,4
385,0,0,0,,,0,220166,0,0,0,0,0.0,0,0,2,1.7,,0,Marc,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,45,0,0,0,220166.jpg,0.0,0,0,Navarro,0.1,False,,a,18,57,0.0,0,0,0,0,0,0.0,0.0,Navarro,0
386,0,0,0,,,0,155651,0,0,0,0,0.0,0,0,2,1.7,,0,Adam,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,45,0,0,0,155651.jpg,0.0,0,0,Masina,0.2,False,,a,18,57,0.0,0,0,0,0,0,0.0,0.0,Masina,0
387,0,0,40,,,3,89085,0,0,0,0,26.5,0,0,3,1.3,,0,Nathaniel,0.0,7,0,20.0,False,78.8,0,0,0,0,447,,,45,0,0,0,89085.jpg,2.2,0,0,Chalobah,0.9,False,14.0,a,18,57,95.0,13,0,0,0,0,0.0,0.0,Chalobah,1
388,2,3,300,75.0,,6,43250,0,0,0,0,464.8,0,0,3,1.1,,0,Tom,0.0,33,1,92.1,False,332.2,0,0,0,0,1900,Hamstring injury - 75% chance of playing,2018-07-05T14:31:07Z,50,0,1,0,43250.jpg,2.5,1,0,Cleverley,0.0,False,8.0,d,18,57,124.0,58,0,0,0,0,0.0,0.0,Cleverley,1
389,1,0,262,,,4,38439,0,0,0,0,165.9,0,0,3,1.5,,0,Etienne,0.0,29,1,59.7,False,280.2,0,0,0,0,1537,,,50,0,0,0,38439.jpg,2.1,0,0,Capoue,0.3,False,29.0,a,18,57,150.0,48,0,0,0,0,0.0,0.0,Capoue,3
390,4,16,679,,,9,121599,0,0,0,0,595.8,0,0,3,2.0,,0,Abdoulaye,0.0,63,7,199.7,False,859.0,0,0,0,0,3324,,,60,0,0,0,121599.jpg,3.7,0,0,Doucouré,6.5,False,16.0,a,18,57,537.0,136,0,0,0,0,0.0,0.0,Doucouré,10
391,3,5,299,,,1,61566,0,0,0,0,370.6,0,0,3,2.0,,0,Roberto,0.0,34,5,118.8,False,346.0,0,0,0,0,1610,,,60,0,0,0,61566.jpg,2.5,0,0,Pereyra,0.4,False,37.0,a,18,57,472.0,81,0,0,0,0,0.0,0.0,Pereyra,3
392,3,5,190,,,4,108413,0,0,0,0,267.0,0,0,3,1.5,,0,Will,0.0,16,2,64.3,False,238.6,0,0,0,0,987,,,50,0,0,0,108413.jpg,3.5,0,0,Hughes,0.5,False,19.0,a,18,57,136.0,53,0,0,0,0,0.0,0.0,Hughes,0
393,8,4,304,,,8,212319,0,0,0,0,384.7,0,0,3,2.2,,0,Richarlison,0.0,54,5,209.3,False,497.0,0,0,0,0,2817,,,65,0,0,0,212319.jpg,3.3,0,0,de Andrade,3.5,False,11.0,a,18,57,1217.0,125,0,0,0,0,0.0,0.0,Richarlison,4
394,1,3,87,,,2,94924,0,0,0,0,141.3,0,0,3,1.7,,0,Gerard,0.0,3,1,35.8,False,92.4,0,0,0,0,433,,,55,0,0,0,94924.jpg,3.6,0,0,Deulofeu,4.5,False,7.0,a,18,57,124.0,25,0,0,0,0,0.0,0.0,Deulofeu,0
395,3,4,237,,,5,73426,0,0,0,0,254.0,0,0,4,1.8,,0,Andre,0.0,30,5,108.2,False,251.2,0,0,0,0,1486,,,60,0,0,0,73426.jpg,2.5,0,0,Gray,0.5,False,18.0,a,18,57,594.0,79,0,0,0,0,0.0,0.0,Gray,1
396,2,7,241,,,6,41725,0,0,0,0,349.4,0,0,4,1.8,,0,Troy,0.0,30,5,125.3,False,343.0,0,0,0,0,1836,,,60,0,2,0,41725.jpg,2.5,1,0,Deeney,0.8,False,9.0,a,18,57,566.0,73,0,0,0,0,0.0,0.0,Deeney,1
397,1,1,52,75.0,,2,20046,0,0,0,0,92.0,0,0,4,1.0,,0,Stefano,0.0,9,1,29.8,False,74.4,0,0,0,0,442,Thigh injury - 75% chance of playing,2018-07-05T14:31:07Z,50,0,0,0,20046.jpg,1.6,0,0,Okaka,0.0,False,33.0,d,18,57,145.0,24,0,0,0,0,0.0,0.0,Okaka,2
398,0,0,12,,,0,133801,0,0,0,0,11.0,0,0,4,1.1,,0,Jerome,0.0,1,0,1.9,False,4.4,0,0,0,0,29,,,45,0,0,0,133801.jpg,1.0,0,0,Sinclair,1.5,False,17.0,a,18,57,4.0,4,0,0,0,0,0.0,0.0,Sinclair,0
445,0,11,635,,,10,9089,0,0,0,0,20.0,0,0,1,2.0,,0,Ben,0.0,55,0,73.8,False,716.8,0,0,0,0,3330,,,45,0,0,0,9089.jpg,3.3,0,99,Foster,3.3,False,,a,18,57,0.0,123,0,0,0,0,0.0,0.0,Foster,2
446,0,0,0,,,0,157775,0,0,0,0,0.0,0,0,3,1.5,,0,Ken,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,50,0,0,0,157775.jpg,0.0,0,0,Sema,0.1,False,,a,18,57,0.0,0,0,0,0,0,0.0,0.0,Sema,0
399,0,5,374,,,6,60706,0,0,0,0,0.0,0,0,1,1.0,,0,Adrián,0.0,29,0,47.0,False,470.4,0,0,0,0,1710,,,45,0,0,0,60706.jpg,3.8,0,69,San Miguel del Castillo,0.5,False,13.0,a,19,21,0.0,72,0,0,0,0,0.0,0.0,Adrián,2
400,0,14,772,,,9,37096,0,0,0,0,10.0,0,0,1,1.0,,0,Lukasz,0.0,56,0,109.9,False,1087.8,0,0,0,0,3420,,,45,0,0,3,37096.jpg,4.1,0,137,Fabianski,25.2,False,,a,19,21,0.0,157,0,0,0,0,0.0,0.0,Fabianski,0
401,0,3,264,0.0,,5,48717,0,0,0,0,48.8,0,0,2,0.0,,0,Winston,0.0,27,0,43.6,False,322.4,0,0,0,0,1452,Knee injury - Unknown return date,2018-07-05T14:31:07Z,45,0,0,0,48717.jpg,2.5,0,0,Reid,0.0,False,2.0,i,19,21,64.0,42,0,0,0,0,0.0,0.0,Reid,5
402,7,10,613,,,10,55459,0,0,0,0,562.7,0,0,2,1.6,,0,Aaron,0.0,60,1,145.0,False,690.2,0,0,0,0,3069,,,55,0,0,0,55459.jpg,3.3,0,0,Cresswell,2.5,False,3.0,a,19,21,193.0,118,0,0,0,0,0.0,0.0,Cresswell,7
403,0,4,520,,,7,40669,0,0,0,0,81.4,0,0,2,0.7,,0,Angelo,0.0,60,1,91.4,False,687.8,0,0,0,0,2880,,,45,0,0,0,40669.jpg,2.4,0,0,Ogbonna,1.2,False,21.0,a,19,21,145.0,77,0,0,0,0,0.0,0.0,Ogbonna,3
404,0,0,41,75.0,,0,113564,0,0,0,0,37.6,0,0,2,0.5,,0,Sam,0.0,7,0,14.5,False,71.0,0,0,0,0,246,Ankle injury - 75% chance of playing,2018-07-05T14:31:07Z,45,0,0,0,113564.jpg,1.0,0,0,Byram,0.0,False,22.0,d,19,21,36.0,5,0,0,0,0,0.0,0.0,Byram,1
405,1,6,563,,,10,20658,0,0,0,0,293.7,0,0,2,0.7,,0,Pablo,0.0,62,0,100.7,False,635.0,0,0,0,0,3289,,,45,1,0,0,20658.jpg,2.4,0,0,Zabaleta,2.7,False,5.0,a,19,21,77.0,90,0,0,0,0,0.0,0.0,Zabaleta,9
406,0,0,280,,,3,204480,0,0,0,0,35.7,0,0,2,0.7,,0,Declan,0.0,29,0,37.5,False,310.4,0,0,0,0,1421,,,45,0,0,0,204480.jpg,1.6,0,0,Rice,0.3,False,41.0,a,19,21,29.0,41,0,0,0,0,0.0,0.0,Rice,1
407,0,0,2,,,0,173792,0,0,0,0,0.0,0,0,2,0.7,,0,Reece,0.0,0,0,0.3,False,3.0,0,0,0,0,4,,,45,0,0,0,173792.jpg,1.0,0,0,Oxford,0.2,False,35.0,a,19,21,0.0,1,0,0,0,0,0.0,0.0,Oxford,0
408,0,0,0,,,0,81012,0,0,0,0,0.0,0,0,2,1.1,,0,Ryan,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,50,0,0,0,81012.jpg,0.0,0,0,Fredericks,0.6,False,,a,19,21,0.0,0,0,0,0,0,0.0,0.0,Fredericks,0
409,0,0,0,,,0,219924,0,0,0,0,0.0,0,0,2,0.7,,0,Issa,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,45,0,0,0,219924.jpg,0.0,0,0,Diop,1.5,False,,a,19,21,0.0,0,0,0,0,0,0.0,0.0,Diop,0
410,3,2,352,,,6,105717,0,0,0,0,295.1,0,0,3,0.3,,0,Arthur,0.0,29,0,80.7,False,385.0,0,0,0,0,1867,,,45,0,0,0,105717.jpg,2.5,0,0,Masuaku,3.6,False,26.0,a,19,21,128.0,68,0,0,0,0,0.0,0.0,Masuaku,5
411,0,7,461,,,7,18073,0,0,0,0,337.8,0,0,3,0.5,,0,Mark,0.0,45,4,100.8,False,527.6,0,0,0,0,2400,,,50,0,0,0,18073.jpg,2.9,0,0,Noble,0.4,False,16.0,a,19,21,141.0,84,0,0,0,0,0.0,0.0,Noble,6
412,3,2,367,,,7,55037,0,0,0,0,262.4,0,0,3,0.5,,0,Cheikhou,0.0,56,2,106.1,False,480.0,0,0,0,0,2798,,,50,0,0,0,55037.jpg,2.6,0,0,Kouyaté,0.4,False,8.0,a,19,21,320.0,86,0,0,0,0,0.0,0.0,Kouyaté,5
413,0,6,270,,,5,59779,0,0,0,0,132.1,0,0,3,0.3,,0,Pedro,0.0,29,2,60.1,False,377.8,0,0,0,0,1562,,,45,0,0,0,59779.jpg,2.6,0,0,Obiang,1.3,False,14.0,a,19,21,88.0,54,0,0,0,0,0.0,0.0,Obiang,3
414,7,11,470,0.0,,6,86934,0,0,0,0,624.9,0,0,3,0.0,,0,Manuel,0.0,44,5,168.8,False,559.4,0,0,0,0,2039,Knee injury - Unknown return date,2018-07-05T14:31:07Z,65,0,1,0,86934.jpg,3.9,0,0,Lanzini,0.1,False,10.0,i,19,21,502.0,106,0,0,0,0,0.0,0.0,Lanzini,4
415,2,1,188,,,7,57531,0,0,0,0,256.3,0,0,3,1.4,,0,Michail,0.0,23,3,94.6,False,296.6,0,0,0,0,1350,,,70,0,0,0,57531.jpg,3.0,0,0,Antonio,5.2,False,30.0,a,19,21,393.0,62,0,0,0,0,0.0,0.0,Antonio,1
416,2,0,123,,,2,163526,0,0,0,0,97.3,0,0,3,0.3,,0,Edimilson,0.0,20,0,28.6,False,110.8,0,0,0,0,840,,,45,0,0,0,163526.jpg,2.1,0,0,Fernandes,0.4,False,31.0,a,19,21,77.0,29,0,0,0,0,0.0,0.0,Fernandes,1
417,7,12,440,,,7,41464,0,0,0,0,543.0,0,0,4,1.3,,0,Marko,0.0,50,11,241.1,False,713.8,0,0,0,0,2309,,,70,0,0,0,41464.jpg,4.6,1,0,Arnautovic,23.0,False,7.0,a,19,21,1155.0,144,0,0,0,0,0.0,0.0,Arnautovic,5
418,1,6,106,0.0,,3,40142,0,0,0,0,110.2,0,0,4,0.0,,0,Andy,0.0,13,3,58.8,False,145.4,0,0,0,0,742,Ankle injury - Unknown return date,2018-07-12T19:31:08Z,55,0,0,0,40142.jpg,2.3,1,0,Carroll,0.2,False,9.0,i,19,21,344.0,36,0,0,0,0,0.0,0.0,Carroll,5
419,2,14,309,,,6,43020,0,0,0,0,312.4,0,0,4,1.0,,0,Javier,0.0,36,8,115.0,False,373.6,0,0,0,0,1537,,,65,0,0,0,43020.jpg,3.3,0,0,Hernández Balcázar,2.5,False,17.0,a,19,21,476.0,93,0,0,0,0,0.0,0.0,Chicharito,3
420,0,0,4,,,0,167522,0,0,0,0,0.4,0,0,4,0.3,,0,Jordan,0.0,0,0,0.0,False,0.0,0,0,0,0,22,,,50,0,0,0,167522.jpg,1.0,0,0,Hugill,0.1,False,12.0,a,19,21,0.0,3,0,0,0,0,0.0,0.0,Hugill,0
447,3,2,236,,,4,54102,0,0,0,0,281.8,0,0,3,0.5,,0,Jack,0.0,16,1,71.0,False,258.4,0,0,0,0,1185,,,50,0,0,0,54102.jpg,2.3,0,0,Wilshere,4.7,False,19.0,a,19,21,169.0,46,0,0,0,0,0.0,0.0,Wilshere,6
453,0,0,0,,,0,56377,0,0,0,0,0.0,0,0,3,1.4,,0,Andriy,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,70,0,0,0,56377.jpg,0.0,0,0,Yarmolenko,5.3,False,,a,19,21,0.0,0,0,0,0,0,0.0,0.0,Yarmolenko,0
464,0,0,0,,,0,166640,0,0,0,0,0.0,0,0,2,0.7,,0,Fabián,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,45,0,0,0,166640.jpg,0.0,0,0,Balbuena,0.4,False,,a,19,21,0.0,0,0,0,0,0,0.0,0.0,Balbuena,0
465,0,0,0,,,0,101537,0,0,0,0,0.0,0,0,3,1.4,,0,Felipe Anderson,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,70,0,0,0,101537.jpg,0.0,0,0,Pereira Gomes,2.9,False,,a,19,21,0.0,0,0,0,0,0,0.0,0.0,Felipe Anderson,0
421,0,0,0,,,0,19236,0,0,0,0,0.0,0,0,1,1.5,,0,John,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,45,0,0,0,19236.jpg,0.0,0,0,Ruddy,1.1,False,21.0,a,20,39,0.0,0,0,0,0,0,0.0,0.0,Ruddy,0
422,0,0,0,,,0,168399,0,0,0,0,0.0,0,0,1,0.7,,0,Will,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,40,0,0,0,168399.jpg,0.0,0,0,Norris,2.9,False,31.0,a,20,39,0.0,0,0,0,0,0,0.0,0.0,Norris,0
423,0,0,0,,,0,90585,0,0,0,0,0.0,0,0,2,1.2,,0,Willy,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,45,0,0,0,90585.jpg,0.0,0,0,Boly,2.3,False,15.0,a,20,39,0.0,0,0,0,0,0,0.0,0.0,Boly,0
424,0,0,0,,,0,57913,0,0,0,0,0.0,0,0,2,1.6,,0,Barry,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,50,0,0,0,57913.jpg,0.0,0,0,Douglas,4.8,False,3.0,a,20,39,0.0,0,0,0,0,0,0.0,0.0,Douglas,0
425,0,0,0,,,0,87835,0,0,0,0,0.0,0,0,2,1.2,,0,Matt,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,45,0,0,0,87835.jpg,0.0,0,0,Doherty,0.7,False,2.0,a,20,39,0.0,0,0,0,0,0,0.0,0.0,Doherty,0
426,0,0,0,,,0,107613,0,0,0,0,0.0,0,0,2,1.2,,0,Romain,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,45,0,0,0,107613.jpg,0.0,0,0,Saïss,0.4,False,27.0,a,20,39,0.0,0,0,0,0,0,0.0,0.0,Saïss,0
427,0,0,0,,,0,41727,0,0,0,0,0.0,0,0,2,0.7,,0,Ryan,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,40,0,0,0,41727.jpg,0.0,0,0,Bennett,4.0,False,5.0,a,20,39,0.0,0,0,0,0,0,0.0,0.0,Bennett,0
428,0,0,0,,,0,77610,0,0,0,0,0.0,0,0,2,0.7,,0,Danny,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,40,0,0,0,77610.jpg,0.0,0,0,Batth,1.5,False,6.0,a,20,39,0.0,0,0,0,0,0,0.0,0.0,Batth,0
429,0,0,0,0.0,,0,67184,0,0,0,0,0.0,0,0,2,0.0,,0,Roderick Jefferson,0.0,0,0,0.0,False,0.0,0,0,0,0,0,Season-long loan to Olympiacos,2018-07-13T08:41:00Z,40,0,0,0,67184.jpg,0.0,0,0,Gonçalves Miranda,1.2,False,25.0,u,20,39,0.0,0,0,0,0,0,0.0,0.0,Miranda,0
430,0,0,0,,,0,94147,0,0,0,0,0.0,0,0,2,1.2,,0,Conor,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,45,0,0,0,94147.jpg,0.0,0,0,Coady,0.6,False,16.0,a,20,39,0.0,0,0,0,0,0,0.0,0.0,Coady,0
431,0,0,0,,,0,216054,0,0,0,0,0.0,0,0,2,1.2,,0,Rúben Gonçalo,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,45,0,0,0,216054.jpg,0.0,0,0,Silva Nascimento Vinagre,0.2,False,29.0,a,20,39,0.0,0,0,0,0,0,0.0,0.0,Vinagre,0
432,0,0,0,,,0,194634,0,0,0,0,0.0,0,0,3,1.7,,0,Diogo,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,65,0,0,0,194634.jpg,0.0,0,0,Jota,8.1,False,18.0,a,20,39,0.0,0,0,0,0,0,0.0,0.0,Jota,0
433,0,0,0,,,0,171317,0,0,0,0,0.0,0,0,3,1.0,,0,Rúben Diogo,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,50,0,0,0,171317.jpg,0.0,0,0,da Silva Neves,15.4,False,8.0,a,20,39,0.0,0,0,0,0,0,0.0,0.0,Neves,0
434,0,0,0,,,0,166324,0,0,0,0,0.0,0,0,3,1.2,,0,Ivan,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,55,0,0,0,166324.jpg,0.0,0,0,Cavaleiro,0.8,False,7.0,a,20,39,0.0,0,0,0,0,0,0.0,0.0,Cavaleiro,0
435,0,0,0,,,0,165808,0,0,0,0,0.0,0,0,3,1.0,,0,Hélder,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,50,0,0,0,165808.jpg,0.0,0,0,Costa,1.0,False,17.0,a,20,39,0.0,0,0,0,0,0,0.0,0.0,Costa,0
436,0,0,0,,,0,198847,0,0,0,0,0.0,0,0,3,0.8,,0,Bright,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,45,0,0,0,198847.jpg,0.0,0,0,Enobakhare,0.5,False,26.0,a,20,39,0.0,0,0,0,0,0,0.0,0.0,Enobakhare,0
437,0,0,0,,,0,102057,0,0,0,0,0.0,0,0,4,1.1,,0,Raúl,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,55,0,0,0,102057.jpg,0.0,0,0,Jiménez,3.6,False,,a,20,39,0.0,0,0,0,0,0,0.0,0.0,Jiménez,0
438,0,0,0,,,0,141569,0,0,0,0,0.0,0,0,4,0.8,,0,Bonatini Lohner Maia,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,50,0,0,0,141569.jpg,0.0,0,0,Bonatini,1.5,False,33.0,a,20,39,0.0,0,0,0,0,0,0.0,0.0,Bonatini,0
448,0,0,0,,,0,222531,0,0,0,0,0.0,0,0,3,0.8,,0,Morgan,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,45,0,0,0,222531.jpg,0.0,0,0,Gibbs-White,0.4,False,24.0,a,20,39,0.0,0,0,0,0,0,0.0,0.0,Gibbs-White,0
449,0,0,0,,,0,219929,0,0,0,0,0.0,0,0,4,0.6,,0,Rafa,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,45,0,0,0,219929.jpg,0.0,0,0,Mir,1.2,False,9.0,a,20,39,0.0,0,0,0,0,0,0.0,0.0,Mir,0
454,0,0,0,,,0,38533,0,0,0,0,0.0,0,0,1,1.5,,0,Rui Pedro,0.0,0,0,0.0,False,0.0,0,0,0,0,0,,,45,0,0,0,38533.jpg,0.0,0,0,dos Santos Patrício,4.5,False,,a,20,39,0.0,0,0,0,0,0,0.0,0.0,Patrício,0
